dir,entry_time,entry,sl,risk,exit_time,exit,r,outcome,full_sl
Long,2025-04-30 15:20:00,3290.01,3280.004775606378,10.005224393622075,2025-04-30 16:35:00,3310.0204487872443,1.9780114876643513,TP4,False
Short,2025-05-01 01:10:00,3276.52,3283.90150735797,7.38150735796982,2025-05-01 02:10:00,3283.90150735797,-1.0298042106213632,SL,True
Short,2025-05-01 14:45:00,3207.94,3215.1406169562247,7.200616956224539,2025-05-01 15:20:00,3215.1406169562247,-1.0124989289872284,SL,True
Short,2025-05-01 18:40:00,3206.96,3217.445973604049,10.485973604048832,2025-05-01 18:55:00,3217.445973604049,-1.020980407571801,SL,True
Short,2025-05-02 03:45:00,3232.7,3239.2437937006434,6.543793700643447,2025-05-02 05:00:00,3239.2437937006434,-1.030563310695523,SL,True
Long,2025-05-05 03:45:00,3247.32,3241.4781718038003,5.841828196199804,2025-05-05 04:10:00,3259.0036563924,1.9623405563102836,TP4,False
Short,2025-05-05 06:10:00,3260.07,3267.730042703271,7.660042703270986,2025-05-05 11:20:00,3267.730042703271,-1.0287204665198428,SL,True
Long,2025-05-05 12:20:00,3297.83,3289.9375968009163,7.892403199083846,2025-05-05 13:00:00,3313.6148063981677,1.988596629223107,TP4,False
Long,2025-05-06 11:15:00,3381.6,3372.6259940787836,8.974005921216339,2025-05-06 12:15:00,3372.6259940787836,-1.0245152501493053,SL,True
Long,2025-05-06 16:40:00,3392.27,3383.3481275832787,8.921872416721085,2025-05-06 17:25:00,3384.2,-0.9291771517000529,REV,False
Short,2025-05-06 17:25:00,3384.2,3393.410119227002,9.210119227002018,2025-05-06 18:10:00,3393.410119227002,-1.0238867700382193,SL,True
Short,2025-05-07 01:05:00,3404.66,3416.071607514572,11.41160751457212,2025-05-07 01:55:00,3381.8367849708557,1.9921132934264414,TP4,False
Short,2025-05-07 03:00:00,3397.62,3411.432556676911,13.81255667691152,2025-05-07 03:40:00,3369.994886646177,1.9862444003348356,TP4,False
Short,2025-05-07 12:55:00,3369.95,3377.5305735503794,7.580573550379737,2025-05-07 13:05:00,3377.5305735503794,-1.0224257437606799,SL,True
Long,2025-05-08 04:00:00,3393.63,3385.084499831243,8.54550016875709,2025-05-08 04:25:00,3385.084499831243,-1.0257445434035752,SL,True
Long,2025-05-08 04:50:00,3402.67,3392.8642675158007,9.805732484199401,2025-05-08 07:10:00,3392.8642675158007,-1.0163169860342143,SL,True
Short,2025-05-08 08:50:00,3360.36,3370.228417754891,9.86841775489069,2025-05-08 09:15:00,3340.6231644902186,1.977706659216888,TP4,False
Short,2025-05-08 19:00:00,3326.74,3339.0782790961625,12.33827909616295,2025-05-08 20:05:00,3302.063441807674,1.9902741704037752,TP4,False
Long,2025-05-09 16:20:00,3336.2,3329.5194360530522,6.680563946947455,2025-05-09 17:00:00,3329.5194360530522,-1.0329313515666076,SL,True
Short,2025-05-12 01:00:00,3290.28,3302.0028259862547,11.722825986254527,2025-05-12 01:45:00,3266.834348027491,1.9854983772514112,TP4,False
Long,2025-05-12 02:55:00,3287.58,3275.797143101511,11.782856898488857,2025-05-12 03:40:00,3275.797143101511,-1.0178225027944448,SL,True
Short,2025-05-12 10:20:00,3236.51,3248.993691310036,12.483691310035875,2025-05-12 13:20:00,3211.5426173799283,1.9831780524858864,TP4,False
Long,2025-05-13 03:05:00,3242.41,3237.4245050473805,4.9854949526195,2025-05-13 03:25:00,3237.4245050473805,-1.0441280157919377,SL,True
Long,2025-05-13 04:00:00,3242.83,3237.1525934395977,5.677406560402179,2025-05-13 04:10:00,3237.1525934395977,-1.0299432492972656,SL,True
Long,2025-05-13 09:45:00,3263.62,3256.0255905391737,7.594409460826437,2025-05-13 10:30:00,3256.0255905391737,-1.0131675807731477,SL,True
Short,2025-05-13 15:45:00,3244.97,3253.403432633536,8.433432633535885,2025-05-13 16:55:00,3228.103134732928,1.982213648164619,TP4,False
Short,2025-05-14 03:00:00,3248.87,3252.950612878439,4.080612878439183,2025-05-14 03:50:00,3240.7087742431213,1.9534383668189452,TP4,False
Short,2025-05-14 05:00:00,3235.97,3243.702579402147,7.732579402147354,2025-05-14 11:05:00,3243.702579402147,-1.0245713610062703,SL,True
Short,2025-05-14 15:10:00,3213.48,3220.788454863018,7.3084548630182296,2025-05-14 15:45:00,3198.8630902739637,1.9794758259014231,TP4,False
Short,2025-05-15 05:20:00,3165.22,3174.0327334064605,8.812733406460687,2025-05-15 07:10:00,3147.5945331870785,1.9784402873391411,TP4,False
Long,2025-05-15 15:50:00,3188.46,3180.2372716335144,8.222728366485558,2025-05-15 17:10:00,3204.9054567329713,1.987838586471195,TP4,False
Long,2025-05-15 17:10:00,3203.29,3193.083674546964,10.206325453035966,2025-05-15 20:00:00,3223.702650906072,1.9813840935335465,TP4,False
Short,2025-05-16 02:35:00,3240.17,3247.4406020204224,7.270602020422329,2025-05-16 04:15:00,3225.6287959591555,1.9738673634636632,TP4,False
Short,2025-05-16 04:45:00,3215.52,3224.9411421513882,9.42114215138836,2025-05-16 05:00:00,3224.9411421513882,-1.0137987515644005,SL,True
Short,2025-05-16 05:50:00,3215.78,3224.4756931959814,8.695693195981068,2025-05-16 09:05:00,3224.4756931959814,-1.0218498969223024,SL,True
Short,2025-05-16 10:45:00,3213.05,3220.861348351462,7.811348351461643,2025-05-16 11:10:00,3197.427303297077,1.9820773580051976,TP4,False
Short,2025-05-16 13:40:00,3196.05,3203.602322180748,7.552322180747794,2025-05-16 13:50:00,3180.9453556385047,1.9748421749691203,TP4,False
Long,2025-05-16 23:45:00,3202.33,3196.735820812899,5.594179187101002,2025-05-19 01:00:00,3213.518358374202,1.9785491318767958,TP4,False
Short,2025-05-19 04:30:00,3222.74,3233.932664966864,11.192664966864541,2025-05-19 10:50:00,3233.932664966864,-1.0169754031378906,SL,True
Short,2025-05-20 03:30:00,3215.65,3220.4440005917672,4.794000591767031,2025-05-20 03:40:00,3220.4440005917672,-1.043804750537736,SL,True
Short,2025-05-20 05:15:00,3211.65,3219.2739727032395,7.623972703239459,2025-05-20 08:05:00,3219.2739727032395,-1.0275446946328481,SL,True
Long,2025-05-20 11:55:00,3235.83,3229.465875855036,6.364124144964271,2025-05-20 15:35:00,3248.5582482899285,1.9701451455578114,TP4,False
Long,2025-05-20 16:55:00,3261.18,3251.55315896968,9.626841030319765,2025-05-20 17:10:00,3280.4336820606395,1.9792247530243874,TP4,False
Long,2025-05-21 10:20:00,3312.78,3305.528372219255,7.251627780745482,2025-05-21 11:10:00,3305.528372219255,-1.0289590153203225,SL,True
Long,2025-05-22 04:40:00,3342.6,3335.4391922865234,7.160807713476723,2025-05-22 06:55:00,3335.4391922865234,-1.0293263006636206,SL,True
Short,2025-05-22 11:15:00,3323.83,3329.946580691162,6.116580691162313,2025-05-22 11:35:00,3311.596838617675,1.9656670923506006,TP4,False
Short,2025-05-22 13:25:00,3299.38,3306.05573139198,6.675731391979929,2025-05-22 14:00:00,3286.02853721604,1.9685427726687463,TP4,False
Long,2025-05-22 14:50:00,3307.21,3298.5041837169697,8.705816283030533,2025-05-22 16:50:00,3298.5041837169697,-1.0149325457571634,SL,True
Short,2025-05-22 17:55:00,3296.96,3307.5828561724907,10.622856172490698,2025-05-23 03:15:00,3302.81,-0.5667025800075786,REV,False
Long,2025-05-23 03:15:00,3302.81,3298.008631077679,4.8013689223209655,2025-05-23 03:45:00,3298.008631077679,-1.043737526400759,SL,True
Long,2025-05-23 12:25:00,3332.34,3326.6957060694517,5.644293930548285,2025-05-23 13:00:00,3326.6957060694517,-1.0372057165314466,SL,True
Short,2025-05-23 16:30:00,3342.23,3355.171067530093,12.94106753009292,2025-05-23 17:50:00,3355.171067530093,-1.0146819417762933,SL,True
Short,2025-05-26 01:15:00,3345.86,3351.895134256806,6.035134256806198,2025-05-26 03:15:00,3333.7897314863876,1.9635467927243258,TP4,False
Long,2025-05-27 01:25:00,3346.83,3343.740060338996,3.089939661003672,2025-05-27 03:00:00,3345.38,-0.5372273190152257,REV,False
Short,2025-05-27 03:00:00,3345.38,3348.2011116356452,2.821111635645128,2025-05-27 03:10:00,3348.2011116356452,-1.074438741574999,SL,True
Short,2025-05-27 09:35:00,3317.13,3324.2189658838975,7.088965883897246,2025-05-27 10:50:00,3302.9520682322054,1.9703764973002869,TP4,False
Short,2025-05-27 10:50:00,3293.91,3303.669026512312,9.759026512311967,2025-05-27 11:00:00,3303.669026512312,-1.0174197702799286,SL,True
Short,2025-05-28 04:05:00,3303.38,3307.8251720946987,4.445172094698501,2025-05-28 04:15:00,3307.8251720946987,-1.04724226543457,SL,True
Long,2025-05-28 10:10:00,3312.95,3307.0491273462226,5.900872653777317,2025-05-28 12:45:00,3324.7517453075543,1.9644120433838332,TP4,False
Short,2025-05-28 16:25:00,3305.94,3312.6224619493805,6.682461949380247,2025-05-28 19:35:00,3292.5750761012396,1.9685744563020682,TP4,False
Short,2025-05-29 02:05:00,3277.04,3284.3016152170044,7.261615217004381,2025-05-29 02:20:00,3262.516769565991,1.9779663345938168,TP4,False
Short,2025-05-29 04:15:00,3247.79,3259.098676679751,11.308676679750764,2025-05-29 04:50:00,3259.098676679751,-1.018569812007823,SL,True
Long,2025-05-29 14:45:00,3304.96,3299.0550911494624,5.904908850537522,2025-05-29 15:00:00,3299.0550911494624,-1.035563631093299,SL,True
Long,2025-05-29 17:45:00,3312.36,3303.506160412215,8.853839587785036,2025-05-29 19:15:00,3330.06767917557,1.9762814767629258,TP4,False
Short,2025-05-30 05:10:00,3305.56,3312.2230667150525,6.6630667150525635,2025-05-30 06:45:00,3292.233866569895,1.9819902748791394,TP4,False
Short,2025-05-30 06:45:00,3291.86,3298.018701282986,6.158701282986121,2025-05-30 08:25:00,3298.018701282986,-1.0340980980162084,SL,True
Short,2025-05-30 09:40:00,3295.9,3302.242198250659,6.342198250658973,2025-05-30 15:10:00,3302.242198250659,-1.0299580669809754,SL,True
Short,2025-06-02 03:35:00,3306.64,3311.943769141615,5.303769141615067,2025-06-02 04:00:00,3311.943769141615,-1.0395944835442505,SL,True
Short,2025-06-02 04:45:00,3303.86,3309.9013126702384,6.0413126702383675,2025-06-02 05:15:00,3309.9013126702384,-1.0347606574038914,SL,True
Long,2025-06-02 09:15:00,3333.79,3328.4460219966027,5.343978003397364,2025-06-02 09:40:00,3344.4779560067946,1.983158613313356,TP4,False
Short,2025-06-02 12:05:00,3349.33,3355.2640893324665,5.934089332466453,2025-06-02 14:30:00,3355.2640893324665,-1.03538874934881,SL,True
Long,2025-06-02 16:10:00,3356.46,3350.1202519710296,6.33974802897024,2025-06-02 16:45:00,3369.1394960579405,1.9779171034305678,TP4,False
Long,2025-06-03 02:35:00,3386.07,3381.4926036919505,4.577396308049786,2025-06-03 03:05:00,3381.4926036919505,-1.04587760942406,SL,True
Short,2025-06-03 05:20:00,3372.85,3379.7882385830735,6.9382385830736295,2025-06-03 08:25:00,3358.9735228338527,1.9711742400314718,TP4,False
Short,2025-06-03 09:40:00,3355.55,3361.8388673168315,6.288867316831124,2025-06-03 11:00:00,3361.8388673168315,-1.0143110031530376,SL,True
Short,2025-06-03 15:10:00,3353.39,3357.888732949957,4.498732949957174,2025-06-03 15:35:00,3357.888732949957,-1.0466798101456667,SL,True
Short,2025-06-03 17:00:00,3336.46,3345.380926009982,8.920926009982136,2025-06-03 17:25:00,3345.380926009982,-1.0134515183586916,SL,True
Short,2025-06-03 18:45:00,3346.99,3353.90245972466,6.912459724660069,2025-06-03 20:30:00,3353.90245972466,-1.0303799238425648,SL,True
Long,2025-06-04 02:40:00,3359.31,3356.3937888442497,2.916211155750121,2025-06-04 03:00:00,3356.3937888442497,-1.0685821393988515,SL,True
Long,2025-06-04 04:30:00,3367.15,3361.08868994642,6.061310053580374,2025-06-04 06:35:00,3361.08868994642,-1.0164980836017055,SL,True
Short,2025-06-04 08:35:00,3348.2,3353.4746413856587,5.274641385658924,2025-06-04 08:40:00,3353.4746413856587,-1.0398131331868292,SL,True
Long,2025-06-04 15:20:00,3354.36,3348.259032611195,6.10096738880537,2025-06-04 15:25:00,3348.259032611195,-1.0344207707756576,SL,True
Long,2025-06-04 17:25:00,3369.32,3360.4256380420907,8.89436195790969,2025-06-05 08:45:00,3363.21,-0.709438184533146,REV,False
Short,2025-06-05 08:45:00,3363.21,3368.182183292981,4.97218329298062,2025-06-05 09:20:00,3368.182183292981,-1.040223778613023,SL,True
Short,2025-06-05 09:30:00,3367.12,3371.9697219540553,4.849721954055648,2025-06-05 10:10:00,3371.9697219540553,-1.0433014515036632,SL,True
Short,2025-06-05 15:45:00,3383.08,3392.114502976484,9.034502976483893,2025-06-05 17:45:00,3365.010994047032,1.9889313224800356,TP4,False
Short,2025-06-05 17:45:00,3367.19,3380.2176559047634,13.02765590476337,2025-06-05 18:50:00,3341.1346881904733,1.9877184352143136,TP4,False
Short,2025-06-05 18:50:00,3341.56,3354.989431651871,13.42943165187135,2025-06-05 19:50:00,3354.989431651871,-1.0067016983542534,SL,True
Long,2025-06-06 04:20:00,3366.0,3361.3559096536746,4.644090346325404,2025-06-06 04:40:00,3361.3559096536746,-1.0344523874576537,SL,True
Short,2025-06-06 10:00:00,3357.48,3363.1505207663413,5.6705207663411,2025-06-06 11:25:00,3363.1505207663413,-1.0370336356488952,SL,True
Long,2025-06-06 11:25:00,3363.95,3358.044126828674,5.905873171325771,2025-06-06 12:20:00,3358.044126828674,-1.015239067516208,SL,True
Short,2025-06-09 03:40:00,3302.84,3309.299699451256,6.45969945125559,2025-06-09 04:05:00,3309.299699451256,-1.0139325367502536,SL,True
Short,2025-06-09 04:55:00,3295.86,3303.8587157485103,7.998715748510098,2025-06-09 05:20:00,3303.8587157485103,-1.0262542146267968,SL,True
Long,2025-06-09 10:20:00,3327.91,3323.0575282893424,4.852471710657523,2025-06-09 10:35:00,3323.0575282893424,-1.0206080541964477,SL,True
Short,2025-06-09 11:55:00,3319.81,3324.317704292897,4.507704292897084,2025-06-09 16:20:00,3310.7945914142056,1.953413093150166,TP4,False
Short,2025-06-10 01:40:00,3322.18,3325.4792015752173,3.2992015752173427,2025-06-10 02:15:00,3325.4792015752173,-1.0636517639836207,SL,True
Short,2025-06-10 03:25:00,3320.51,3324.5431069893943,4.0331069893941995,2025-06-10 04:10:00,3312.443786021212,1.9702462641542349,TP4,False
Short,2025-06-10 04:30:00,3307.59,3314.1314208243653,6.541420824364974,2025-06-10 08:30:00,3314.1314208243653,-1.0229307980678177,SL,True
Short,2025-06-10 15:10:00,3329.16,3334.0885613224586,4.928561322458985,2025-06-10 15:20:00,3334.0885613224586,-1.0426087830221074,SL,True
Short,2025-06-11 04:50:00,3328.61,3333.609040716978,4.999040716977932,2025-06-11 05:15:00,3333.609040716978,-1.042008059523675,SL,True
Long,2025-06-11 08:55:00,3339.68,3335.161025280946,4.518974719053927,2025-06-11 09:25:00,3335.161025280946,-1.0464707180401966,SL,True
Short,2025-06-11 12:05:00,3335.99,3341.3248315074798,5.334831507480011,2025-06-11 12:10:00,3341.3248315074798,-1.0393639423673497,SL,True
Short,2025-06-11 14:00:00,3327.11,3332.297016024809,5.187016024808895,2025-06-11 14:30:00,3332.297016024809,-1.0173510163781447,SL,True
Long,2025-06-11 15:15:00,3337.97,3331.3715694593748,6.598430540624813,2025-06-11 15:30:00,3351.1668610812494,1.9863603929076905,TP4,False
Long,2025-06-11 21:05:00,3337.65,3330.3466769783327,7.303323021667651,2025-06-11 23:25:00,3352.2566460433354,1.9712459657916077,TP4,False
Short,2025-06-12 02:50:00,3359.03,3365.217852339925,6.18785233992455,2025-06-12 02:55:00,3365.217852339925,-1.0323213918195184,SL,True
Long,2025-06-12 03:45:00,3370.81,3363.613513374425,7.1964866255750275,2025-06-12 04:00:00,3363.613513374425,-1.015285236494276,SL,True
Long,2025-06-12 14:40:00,3376.71,3368.4421395924164,8.267860407583518,2025-06-12 16:05:00,3393.2457208151673,1.9746004419949816,TP4,False
Long,2025-06-12 16:30:00,3387.7,3378.3060567535795,9.393943246420157,2025-06-12 18:15:00,3378.3060567535795,-1.0212903138494485,SL,True
Long,2025-06-13 03:15:00,3410.58,3401.733602001071,8.84639799892878,2025-06-13 04:20:00,3428.2727959978574,1.9898263677475336,TP4,False
Long,2025-06-13 05:50:00,3442.83,3433.4870778305726,9.34292216942717,2025-06-13 06:10:00,3433.4870778305726,-1.0192659209544903,SL,True
Long,2025-06-13 15:50:00,3436.37,3429.254414478259,7.115585521740688,2025-06-13 17:10:00,3429.254414478259,-1.028107314484378,SL,True
Short,2025-06-13 17:15:00,3427.31,3437.0002909241903,9.690290924190261,2025-06-13 17:45:00,3437.0002909241903,-1.0092876468523138,SL,True
Short,2025-06-16 02:50:00,3442.4,3449.5529936877715,7.152993687771531,2025-06-16 03:20:00,3449.5529936877715,-1.0279603210529593,SL,True
Short,2025-06-16 03:45:00,3436.9,3444.867717895975,7.967717895974873,2025-06-16 05:05:00,3444.867717895975,-1.0200810322465121,SL,True
Short,2025-06-16 08:40:00,3420.67,3427.220932542913,6.550932542913102,2025-06-16 16:15:00,3407.5681349141737,1.9679434952773236,TP4,False
Long,2025-06-17 02:55:00,3402.88,3397.2151843978586,5.664815602141398,2025-06-17 03:00:00,3397.2151843978586,-1.0264792379020098,SL,True
Long,2025-06-17 04:00:00,3398.68,3392.399822633737,6.280177366262801,2025-06-17 04:50:00,3393.92,-0.7913789229423156,REV,False
Short,2025-06-17 04:50:00,3393.92,3399.688604479097,5.768604479097262,2025-06-17 05:40:00,3399.688604479097,-1.0364039519021977,SL,True
Short,2025-06-17 07:15:00,3388.63,3395.0561046091716,6.426104609171297,2025-06-17 07:45:00,3395.0561046091716,-1.032679206575704,SL,True
Short,2025-06-17 11:50:00,3381.34,3386.873216116417,5.533216116417176,2025-06-17 13:00:00,3386.873216116417,-1.0271090080061618,SL,True
Short,2025-06-17 14:50:00,3391.52,3397.467042833525,5.947042833524778,2025-06-17 17:30:00,3379.6259143329503,1.9646883323563693,TP4,False
Short,2025-06-17 18:00:00,3384.61,3394.241683601805,9.63168360180508,2025-06-18 01:00:00,3394.241683601805,-1.0207648016970177,SL,True
Short,2025-06-18 08:30:00,3389.03,3393.9717697121314,4.9417697121312525,2025-06-18 10:25:00,3379.146460575738,1.957505101970938,TP4,False
Short,2025-06-18 10:25:00,3378.3,3383.6790168253992,5.379016825399016,2025-06-18 10:40:00,3383.6790168253992,-1.0390405917691947,SL,True
Short,2025-06-18 17:15:00,3381.49,3388.43563763846,6.945637638460194,2025-06-18 17:30:00,3388.43563763846,-1.0302348050576458,SL,True
Short,2025-06-18 22:25:00,3365.24,3374.1051581731135,8.865158173113864,2025-06-18 22:30:00,3374.1051581731135,-1.0101521031257883,SL,True
Long,2025-06-19 01:05:00,3374.05,3367.073047583947,6.976952416053225,2025-06-19 08:45:00,3367.073047583947,-1.0128996149942247,SL,True
Long,2025-06-19 10:35:00,3365.79,3357.148502073969,8.641497926030606,2025-06-20 04:50:00,3358.89,-0.8088875400807837,REV,False
Short,2025-06-20 04:50:00,3358.89,3364.2146539326213,5.324653932621388,2025-06-20 06:10:00,3348.240692134757,1.9605608171616002,TP4,False
Long,2025-06-20 10:10:00,3353.2,3347.193212500638,6.006787499361975,2025-06-20 10:45:00,3347.193212500638,-1.0332956676128848,SL,True
Short,2025-06-23 04:20:00,3356.02,3364.065882160706,8.04588216070602,2025-06-23 05:15:00,3364.065882160706,-1.0236145640969154,SL,True
Short,2025-06-23 09:05:00,3355.47,3360.741453387658,5.271453387658182,2025-06-23 11:00:00,3360.741453387658,-1.0398372108329352,SL,True
Long,2025-06-23 12:10:00,3368.09,3363.153618888221,4.936381111779264,2025-06-23 12:30:00,3363.153618888221,-1.0182319796551227,SL,True
Short,2025-06-23 15:15:00,3362.56,3368.958273213861,6.398273213861082,2025-06-23 16:15:00,3368.958273213861,-1.0203179820015174,SL,True
Long,2025-06-23 16:40:00,3381.73,3374.585837329304,7.144162670696189,2025-06-23 17:05:00,3374.585837329304,-1.01679692995962,SL,True
Short,2025-06-23 20:15:00,3381.4,3388.9053971957037,7.505397195703669,2025-06-24 01:00:00,3366.389205608593,1.9733525095627709,TP4,False
Short,2025-06-24 01:00:00,3358.69,3364.7871324205043,6.097132420504135,2025-06-24 02:30:00,3346.495735158992,1.9704779250988858,TP4,False
Short,2025-06-24 02:30:00,3345.31,3353.856417165412,8.546417165412151,2025-06-24 03:45:00,3353.856417165412,-1.0234016191965627,SL,True
Short,2025-06-24 03:55:00,3351.08,3359.0954813663484,8.01548136634856,2025-06-24 08:35:00,3335.049037267303,1.9762958715370655,TP4,False
Short,2025-06-24 08:50:00,3328.46,3334.512352257249,6.052352257248756,2025-06-24 09:35:00,3316.3552954855027,1.9818252482134702,TP4,False
Long,2025-06-24 10:55:00,3329.69,3321.8300311097346,7.859968890265262,2025-06-24 12:15:00,3321.8300311097346,-1.0254453933332872,SL,True
Short,2025-06-24 15:10:00,3313.42,3319.3877498670145,5.9677498670144535,2025-06-24 16:35:00,3301.4845002659713,1.9664865310281208,TP4,False
Short,2025-06-24 16:35:00,3300.26,3309.6115843959024,9.351584395902055,2025-06-24 17:15:00,3309.6115843959024,-1.011762712642393,SL,True
Long,2025-06-24 18:25:00,3312.21,3303.5542561191733,8.655743880826707,2025-06-25 03:30:00,3329.5214877616536,1.9849810713221514,TP4,False
Long,2025-06-25 04:10:00,3330.85,3327.5252404420607,3.3247595579391143,2025-06-25 06:55:00,3327.5252404420607,-1.0691779348226353,SL,True
Long,2025-06-25 10:40:00,3335.2,3330.7757828571102,4.424217142889457,2025-06-25 10:50:00,3330.7757828571102,-1.0452057377702526,SL,True
Short,2025-06-26 03:30:00,3332.53,3336.172428336469,3.6424283364684644,2025-06-26 04:05:00,3336.172428336469,-1.057653845347504,SL,True
Short,2025-06-26 12:05:00,3344.22,3348.2266204405805,4.0066204405808445,2025-06-26 14:35:00,3336.206759118838,1.9475867497023618,TP4,False
Short,2025-06-26 15:50:00,3326.7,3334.056422620807,7.356422620807429,2025-06-26 16:35:00,3311.987154758385,1.9850470798552666,TP4,False
Short,2025-06-27 02:50:00,3317.9,3321.5172837792466,3.6172837792466006,2025-06-27 04:25:00,3321.18,-0.9648123323978287,REV,False
Long,2025-06-27 04:25:00,3321.18,3316.3540310610656,4.825968938934457,2025-06-27 04:40:00,3316.3540310610656,-1.0435145776230685,SL,True
Short,2025-06-27 05:55:00,3308.84,3313.8083857184124,4.968385718412084,2025-06-27 06:40:00,3298.903228563176,1.9718218335019209,TP4,False
Long,2025-06-27 08:25:00,3298.06,3292.4019577022605,5.658042297739398,2025-06-27 09:30:00,3292.4019577022605,-1.015906561892626,SL,True
Short,2025-06-27 09:35:00,3287.61,3294.499189520273,6.889189520272762,2025-06-27 09:55:00,3294.499189520273,-1.027579441593372,SL,True
Short,2025-06-27 15:05:00,3274.14,3280.7127552091706,6.572755209170863,2025-06-27 15:25:00,3280.7127552091706,-1.0319500716696195,SL,True
Short,2025-06-27 16:00:00,3263.83,3272.4116200303356,8.581620030335547,2025-06-27 16:50:00,3272.4116200303356,-1.0244709040085422,SL,True
Short,2025-06-27 17:35:00,3266.84,3276.752074606785,9.912074606784632,2025-06-27 18:40:00,3276.752074606785,-1.0211862812106285,SL,True
Long,2025-06-30 05:05:00,3281.35,3274.2526511313554,7.097348868644758,2025-06-30 10:20:00,3295.5446977372894,1.983092278226572,TP4,False
Short,2025-06-30 11:35:00,3289.25,3293.8123966374915,4.562396637491618,2025-06-30 12:30:00,3280.1252067250166,1.953971559974827,TP4,False
Long,2025-06-30 15:20:00,3285.33,3280.3483232852736,4.981676714726343,2025-06-30 16:15:00,3280.3483232852736,-1.03412505662951,SL,True
Long,2025-07-01 01:50:00,3312.08,3308.087979423313,3.992020576687133,2025-07-01 04:15:00,3320.064041153374,1.977455026027248,TP4,False
Long,2025-07-01 05:25:00,3316.07,3312.0746628440806,3.9953371559193083,2025-07-01 08:00:00,3324.0606743118387,1.949941646425576,TP4,False
Long,2025-07-01 10:05:00,3334.01,3330.0073879544184,4.002612045581757,2025-07-01 11:00:00,3342.015224091164,1.9550293663362777,TP4,False
Long,2025-07-01 15:30:00,3354.48,3349.6253905797944,4.854609420205609,2025-07-01 16:05:00,3349.6253905797944,-1.03913806107845,SL,True
Long,2025-07-02 05:50:00,3337.12,3332.2462896689294,4.873710331070392,2025-07-02 09:40:00,3332.2462896689294,-1.0389846722708997,SL,True
Long,2025-07-02 15:15:00,3346.72,3341.462686711259,5.257313288740994,2025-07-02 16:20:00,3341.462686711259,-1.0304337959738197,SL,True
Short,2025-07-03 02:15:00,3352.31,3356.392390452574,4.082390452574337,2025-07-03 12:45:00,3344.145219094851,1.9534586409097356,TP4,False
Short,2025-07-03 15:30:00,3328.13,3335.663545801704,7.533545801704047,2025-07-03 15:40:00,3313.062908396592,1.9880534342832967,TP4,False
Long,2025-07-04 01:55:00,3329.15,3326.899549739264,2.2504502607364,2025-07-04 03:10:00,3326.899549739264,-1.0844275491508277,SL,True
Short,2025-07-04 12:10:00,3339.92,3343.2913515503756,3.3713515503754823,2025-07-04 12:35:00,3333.177296899249,1.943642780303105,TP4,False
Short,2025-07-07 04:05:00,3317.84,3323.37210673353,5.532106733529931,2025-07-07 04:20:00,3306.7757865329404,1.9728855556797247,TP4,False
Short,2025-07-07 05:45:00,3306.92,3312.856167492631,5.936167492630931,2025-07-07 06:10:00,3312.856167492631,-1.0336917717109861,SL,True
Short,2025-07-07 15:25:00,3302.9,3309.5009299831117,6.6009299831117145,2025-07-07 15:35:00,3309.5009299831117,-1.0302987610096812,SL,True
Long,2025-07-07 17:15:00,3318.55,3311.925131276958,6.624868723042276,2025-07-07 20:10:00,3331.7997374460847,1.972829650288167,TP4,False
Short,2025-07-08 17:20:00,3301.57,3308.865715464684,7.295715464683846,2025-07-08 20:25:00,3308.865715464684,-1.0191893448528289,SL,True
Short,2025-07-09 11:35:00,3283.97,3289.254310080168,5.284310080168324,2025-07-09 11:45:00,3289.254310080168,-1.039740287154631,SL,True
Long,2025-07-09 16:50:00,3302.75,3296.065670531674,6.6843294683257755,2025-07-09 22:10:00,3316.1186589366516,1.970079272581096,TP4,False
Long,2025-07-10 09:15:00,3326.51,3322.9414844270914,3.568515572909003,2025-07-10 10:40:00,3322.9414844270914,-1.0532434274470457,SL,True
Short,2025-07-10 10:45:00,3321.17,3324.9066780125017,3.7366780125015926,2025-07-10 11:40:00,3324.9066780125017,-1.0481711293822646,SL,True
Long,2025-07-10 12:50:00,3325.78,3322.1909166670557,3.589083332944641,2025-07-10 14:50:00,3322.1909166670557,-1.0445796280435125,SL,True
Short,2025-07-11 01:50:00,3321.81,3324.497268887974,2.6872688879737536,2025-07-11 02:10:00,3324.497268887974,-1.044655002905438,SL,True
Long,2025-07-11 03:30:00,3332.42,3328.423401079998,3.9965989200020644,2025-07-11 04:00:00,3328.423401079998,-1.0400340397430032,SL,True
Long,2025-07-11 04:25:00,3328.45,3323.623166018188,4.826833981811886,2025-07-11 08:20:00,3338.1036679636236,1.9751389833476414,TP4,False
Long,2025-07-11 09:15:00,3341.7,3337.2656280154733,4.43437198452639,2025-07-11 09:45:00,3337.2656280154733,-1.0473573260729767,SL,True
Long,2025-07-11 15:40:00,3352.53,3346.819149208204,5.710850791795846,2025-07-11 18:05:00,3363.951701583592,1.9667300010231294,TP4,False
Long,2025-07-11 18:15:00,3367.89,3361.3212493928067,6.568750607193134,2025-07-11 18:35:00,3361.3212493928067,-1.013701235650724,SL,True
Long,2025-07-14 03:10:00,3368.12,3363.030180623216,5.089819376783978,2025-07-14 04:05:00,3363.030180623216,-1.0373294189704592,SL,True
Short,2025-07-14 04:05:00,3363.09,3368.635712351781,5.54571235178077,2025-07-14 09:55:00,3368.635712351781,-1.0306543125961922,SL,True
